mes_referencia;CIDADE;BLOCO;CATEGORIA;SIT_LIG;ligacoes;economias_totais;economias_sociais;economias_sabren
2026-02-01;JAPERI;Bloco 4;RESIDENCIAL;DESATIVADA;2;2;0;0
2026-02-01;MAGE;Bloco 1;COMERCIAL;ATIVA;1969;2999;0;0
2026-02-01;MAGE;Bloco 1;COMERCIAL;CORTADA;908;1479;0;0
2026-02-01;MAGE;Bloco 1;PUBLICA;ATIVA;273;608;0;0
2026-02-01;MAGE;Bloco 1;INDUSTRIAL;CORTADA;10;13;0;0
2026-02-01;MAGE;Bloco 1;INDUSTRIAL;CORTE PEDIDO;1;1;0;0
2026-02-01;MAGE;Bloco 1;INDUSTRIAL;ATIVA;25;25;0;0
2026-02-01;MAGE;Bloco 1;COMERCIAL;CORTE PEDIDO;38;88;0;0
2026-02-01;MAGE;Bloco 1;COMERCIAL;INATIVA;1;1;0;0
2026-02-01;MAGE;Bloco 1;PUBLICA;CORTADA;3;3;0;0
2026-02-01;JAPERI;Bloco 4;RESIDENCIAL;ATIVA;15564;18104;2746;0
2026-02-01;ITAOCARA;Bloco 1;RESIDENCIAL;ATIVA;8699;10355;856;0
2026-02-01;ITAOCARA;Bloco 1;RESIDENCIAL;CORTADA;455;481;45;0
2026-02-01;JAPERI;Bloco 4;COMERCIAL;ATIVA;683;926;0;0
2026-02-01;ITAOCARA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;1;1;0;0
2026-02-01;JAPERI;Bloco 4;COMERCIAL;CORTADA;265;371;0;0
2026-02-01;JAPERI;Bloco 4;INDUSTRIAL;CORTADA;11;12;0;0
2026-02-01;JAPERI;Bloco 4;INDUSTRIAL;ATIVA;34;34;0;0
2026-02-01;JAPERI;Bloco 4;PUBLICA;ATIVA;144;214;0;0
2026-02-01;JAPERI;Bloco 4;COMERCIAL;INATIVA;5;5;0;0
2026-02-01;JAPERI;Bloco 4;PUBLICA;CORTADA;7;8;0;0
2026-02-01;ITABORAI;Bloco 1;RESIDENCIAL;CORTADA;5758;7713;217;0
2026-02-01;ITABORAI;Bloco 1;RESIDENCIAL;CORTE PEDIDO;203;286;1;0
2026-02-01;ITAOCARA;Bloco 1;COMERCIAL;ATIVA;461;656;0;0
2026-02-01;ITABORAI;Bloco 1;RESIDENCIAL;DESATIVADA;1;1;0;0
2026-02-01;ITABORAI;Bloco 1;RESIDENCIAL;INATIVA;1;1;1;0
2026-02-01;ITABORAI;Bloco 1;RESIDENCIAL;PROVISÓRIA;2;3;0;0
2026-02-01;ITAOCARA;Bloco 1;PUBLICA;ATIVA;190;234;0;0
2026-02-01;ITAOCARA;Bloco 1;COMERCIAL;CORTADA;54;60;0;0
2026-02-01;ITAOCARA;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-02-01;ITAOCARA;Bloco 1;INDUSTRIAL;ATIVA;4;4;0;0
2026-02-01;ITAOCARA;Bloco 1;PUBLICA;CORTADA;3;5;0;0
2026-02-01;ITABORAI;Bloco 1;RESIDENCIAL;ATIVA;34993;49956;10287;0
2026-02-01;ITABORAI;Bloco 1;COMERCIAL;CORTADA;365;684;0;0
2026-02-01;ITABORAI;Bloco 1;COMERCIAL;CORTE PEDIDO;34;102;0;0
2026-02-01;ITABORAI;Bloco 1;PUBLICA;ATIVA;317;516;0;0
2026-02-01;ITABORAI;Bloco 1;INDUSTRIAL;ATIVA;26;27;0;0
2026-02-01;ITABORAI;Bloco 1;INDUSTRIAL;CORTADA;8;8;0;0
2026-02-01;ITABORAI;Bloco 1;INDUSTRIAL;CORTE PEDIDO;2;2;0;0
2026-02-01;ITABORAI;Bloco 1;PUBLICA;CORTE PEDIDO;2;4;0;0
2026-02-01;ITABORAI;Bloco 1;PUBLICA;CORTADA;16;39;0;0
2026-02-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;INATIVA;2919;3153;362;0
2026-02-01;ITABORAI;Bloco 1;COMERCIAL;ATIVA;1640;3639;0;0
2026-02-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;PROVISÓRIA;8;8;3;0
2026-02-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;CORTADA;35390;55457;9488;0
2026-02-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;CORTE PEDIDO;931;1910;927;0
2026-02-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;DESATIVADA;16;16;2;0
2026-02-01;TANGUA;Bloco 1;RESIDENCIAL;CORTADA;1466;1725;528;0
2026-02-01;TANGUA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;32;42;3;0
2026-02-01;TANGUA;Bloco 1;RESIDENCIAL;PROVISÓRIA;1;1;0;0
2026-02-01;TANGUA;Bloco 1;RESIDENCIAL;ATIVA;4630;6115;2232;0
2026-02-01;SAQUAREMA;Bloco 1;RESIDENCIAL;ATIVA;7014;7663;599;0
2026-02-01;SAQUAREMA;Bloco 1;RESIDENCIAL;CORTADA;1693;1975;104;0
2026-02-01;TANGUA;Bloco 1;COMERCIAL;ATIVA;185;311;0;0
2026-02-01;TANGUA;Bloco 1;PUBLICA;ATIVA;109;122;0;0
2026-02-01;TANGUA;Bloco 1;PUBLICA;CORTADA;3;3;0;0
2026-02-01;TANGUA;Bloco 1;COMERCIAL;CORTADA;47;83;0;0
2026-02-01;TANGUA;Bloco 1;COMERCIAL;CORTE PEDIDO;2;2;0;0
2026-02-01;TANGUA;Bloco 1;INDUSTRIAL;ATIVA;5;5;0;0
2026-02-01;TANGUA;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-02-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;CORTE PEDIDO;153;275;16;0
2026-02-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;INATIVA;1031;1073;48;0
2026-02-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;DESATIVADA;73;75;1;0
2026-02-01;SAQUAREMA;Bloco 1;COMERCIAL;ATIVA;121;189;0;0
2026-02-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;PROVISÓRIA;12;26;0;0
2026-02-01;SAQUAREMA;Bloco 1;PUBLICA;ATIVA;36;45;0;0
2026-02-01;SAQUAREMA;Bloco 1;PUBLICA;CORTADA;2;2;0;0
2026-02-01;SAQUAREMA;Bloco 1;COMERCIAL;CORTADA;47;70;0;0
2026-02-01;SAQUAREMA;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-02-01;SAQUAREMA;Bloco 1;INDUSTRIAL;ATIVA;2;2;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;ATIVA;128051;214630;53323;16949
2026-01-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;CORTADA;17392;27961;3841;1804
2026-01-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;ATIVA;34068;86650;101;82
2026-01-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;ATIVA;337363;777518;220756;76066
2026-01-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;CORTADA;36440;55285;17717;10748
2026-01-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;CORTADA;7061;9959;1;1
2026-01-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;CORTE PEDIDO;192;227;0;0
2026-01-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;ATIVA;674;710;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;INATIVA;334;370;112;8
2026-01-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;ATIVA;39261;284388;25993;18455
2026-01-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;CORTADA;3966;5307;4275;3915
2026-01-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;CORTADA;503;853;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;ATIVA;9135;15050;4;3
2026-01-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;INATIVA;891;950;310;109
2026-01-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;INATIVA;18;27;5;5
2026-01-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;CORTADA;2196;3077;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;INDUSTRIAL;ATIVA;130;137;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;CORTE PEDIDO;70;80;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;ATIVA;972;1382;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;PROVISÓRIA;3;4;2;2
2026-01-01;RIO DE JANEIRO - B;Bloco 4;COMERCIAL;INATIVA;9;9;0;0
2026-01-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;ATIVA;4009;14607;2;2
2026-01-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;CORTE PEDIDO;240;345;13;7
2026-01-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;ATIVA;8375;40172;0;0
2026-01-01;RIO DE JANEIRO;Bloco 1;INDUSTRIAL;ATIVA;100;100;0;0
2026-01-01;RIO DE JANEIRO;Bloco 1;PUBLICA;ATIVA;708;2990;0;0
2026-01-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;DESATIVADA;2;2;2;1
2026-01-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;INATIVA;5;5;5;5
2026-01-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;PROVISÓRIA;35;48;24;11
2026-01-01;RIO DE JANEIRO - A;Bloco 4;RESIDENCIAL;DESATIVADA;13;13;4;3
2026-01-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;CORTADA;53;156;0;0
2026-01-01;NILOPOLIS;Bloco 4;RESIDENCIAL;ATIVA;30688;41781;928;0
2026-01-01;RIO DE JANEIRO;Bloco 1;PUBLICA;CORTADA;7;7;0;0
2026-01-01;SAO GONCALO;Bloco 1;RESIDENCIAL;ATIVA;235690;360071;65898;0
2026-01-01;SAO GONCALO;Bloco 1;COMERCIAL;CORTADA;3316;6338;0;0
2026-01-01;SAO GONCALO;Bloco 1;COMERCIAL;CORTE PEDIDO;76;138;0;0
2026-01-01;SAO GONCALO;Bloco 1;INDUSTRIAL;CORTADA;59;92;0;0
2026-01-01;SAO GONCALO;Bloco 1;INDUSTRIAL;ATIVA;157;366;0;0
2026-01-01;SAO GONCALO;Bloco 1;COMERCIAL;DESATIVADA;1;1;0;0
2026-01-01;SAO GONCALO;Bloco 1;COMERCIAL;INATIVA;1;1;0;0
2026-01-01;SAO GONCALO;Bloco 1;COMERCIAL;PROVISÓRIA;1;1;0;0
2026-01-01;SAO GONCALO;Bloco 1;PUBLICA;ATIVA;1410;2342;0;0
2026-01-01;SAO GONCALO;Bloco 1;INDUSTRIAL;CORTE PEDIDO;1;1;0;0
2026-01-01;SAO GONCALO;Bloco 1;PUBLICA;CORTADA;41;64;0;0
2026-01-01;SAO GONCALO;Bloco 1;PUBLICA;CORTE PEDIDO;1;9;0;0
2026-01-01;SAO GONCALO;Bloco 1;PUBLICA;PROVISÓRIA;1;1;0;0
2026-01-01;SAO GONCALO;Bloco 1;COMERCIAL;ATIVA;9305;15835;5;0
2026-01-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;ATIVA;1540;1664;108;0
2026-01-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;CORTADA;139;146;9;0
2026-01-01;S.SEBASTIAO DO ALTO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;2;2;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;CORTADA;4745;5264;199;0
2026-01-01;S.SEBASTIAO DO ALTO;Bloco 1;PUBLICA;ATIVA;73;93;0;0
2026-01-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;ATIVA;80;95;0;0
2026-01-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;CORTADA;11;15;0;0
2026-01-01;S.SEBASTIAO DO ALTO;Bloco 1;COMERCIAL;CORTE PEDIDO;1;1;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;71;72;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;RESIDENCIAL;ATIVA;13379;14304;1578;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;CORTE PEDIDO;130;214;6;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;RESIDENCIAL;DESATIVADA;1;1;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;ATIVA;450;645;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;CORTADA;202;324;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;PUBLICA;ATIVA;158;232;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;INDUSTRIAL;ATIVA;5;5;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;COMERCIAL;CORTE PEDIDO;9;14;0;0
2026-01-01;S.FCO.DO ITABAPOANA;Bloco 1;PUBLICA;CORTADA;10;10;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;CORTADA;22483;41529;2198;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;CORTE PEDIDO;153;275;16;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;INATIVA;1027;1066;48;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;DESATIVADA;68;68;1;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;RESIDENCIAL;ATIVA;85659;118348;9512;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;CORTADA;2450;4979;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;CORTE PEDIDO;95;191;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;ATIVA;650;1080;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;CORTADA;27;34;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;CORTE PEDIDO;2;3;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;INDUSTRIAL;ATIVA;109;122;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;INATIVA;39;40;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;PROVISÓRIA;2;2;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;DESATIVADA;5;5;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;CORTE PEDIDO;5;5;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;PUBLICA;CORTADA;35;57;0;0
2026-01-01;SAO JOAO DE MERITI;Bloco 4;COMERCIAL;ATIVA;5994;9161;0;0
2026-01-01;SAO GONCALO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;190;318;30;0
2026-01-01;SAO GONCALO;Bloco 1;RESIDENCIAL;CORTADA;27245;41888;7807;0
2026-01-01;SAO GONCALO;Bloco 1;RESIDENCIAL;PROVISÓRIA;6;11;2;0
2026-01-01;SAO GONCALO;Bloco 1;RESIDENCIAL;DESATIVADA;18;18;0;0
2026-01-01;SAO GONCALO;Bloco 1;RESIDENCIAL;INATIVA;3;3;2;0
2026-01-01;RIO DE JANEIRO - A;Bloco 4;PUBLICA;CORTE PEDIDO;2;2;0;0
2026-01-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;CORTE PEDIDO;8;8;0;0
2026-01-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;INATIVA;1;1;0;0
2026-01-01;RIO DE JANEIRO - A;Bloco 4;INDUSTRIAL;CORTADA;99;100;0;0
2026-01-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;DESATIVADA;1;1;0;0
2026-01-01;RIO DE JANEIRO - A;Bloco 4;COMERCIAL;PROVISÓRIA;1;1;0;0
2026-01-01;RIO DE JANEIRO;Bloco 1;RESIDENCIAL;PROVISÓRIA;1;1;0;0
2026-01-01;RIO DE JANEIRO;Bloco 1;INDUSTRIAL;CORTADA;4;4;0;0
2026-01-01;RIO DE JANEIRO;Bloco 1;INDUSTRIAL;PROVISÓRIA;1;1;0;0
2026-01-01;RIO DE JANEIRO;Bloco 1;COMERCIAL;DESATIVADA;1;1;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;INDUSTRIAL;CORTADA;20;20;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;CORTADA;14;18;0;0
2026-01-01;RIO DE JANEIRO - B;Bloco 4;PUBLICA;CORTE PEDIDO;1;2;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;ATIVA;216993;278814;40438;0
2026-01-01;NOVA IGUAÇU;Bloco 4;COMERCIAL;CORTADA;2927;4499;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;INDUSTRIAL;ATIVA;109;174;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;COMERCIAL;INATIVA;112;126;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;COMERCIAL;DESATIVADA;4;14;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;PUBLICA;ATIVA;1036;2017;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;INDUSTRIAL;CORTADA;28;28;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;PUBLICA;CORTADA;37;58;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;PUBLICA;INATIVA;2;2;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;COMERCIAL;ATIVA;8413;14576;0;0
2026-01-01;NILOPOLIS;Bloco 4;RESIDENCIAL;CORTADA;8585;12776;190;0
2026-01-01;NILOPOLIS;Bloco 4;RESIDENCIAL;PROVISÓRIA;4;5;1;0
2026-01-01;NILOPOLIS;Bloco 4;RESIDENCIAL;INATIVA;188;193;1;0
2026-01-01;MIRACEMA;Bloco 1;RESIDENCIAL;ATIVA;9039;9789;1850;0
2026-01-01;MIRACEMA;Bloco 1;RESIDENCIAL;CORTADA;486;520;51;0
2026-01-01;NILOPOLIS;Bloco 4;COMERCIAL;ATIVA;1779;3051;0;0
2026-01-01;MIRACEMA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;26;27;3;0
2026-01-01;NILOPOLIS;Bloco 4;COMERCIAL;CORTADA;1006;1508;0;0
2026-01-01;NILOPOLIS;Bloco 4;PUBLICA;ATIVA;269;582;0;0
2026-01-01;NILOPOLIS;Bloco 4;INDUSTRIAL;CORTADA;12;12;0;0
2026-01-01;NILOPOLIS;Bloco 4;COMERCIAL;INATIVA;3;3;0;0
2026-01-01;NILOPOLIS;Bloco 4;INDUSTRIAL;ATIVA;15;17;0;0
2026-01-01;NILOPOLIS;Bloco 4;COMERCIAL;PROVISÓRIA;1;1;0;0
2026-01-01;NILOPOLIS;Bloco 4;PUBLICA;CORTADA;9;13;0;0
2026-01-01;NILOPOLIS;Bloco 4;PUBLICA;INATIVA;1;2;0;0
2026-01-01;MESQUITA;Bloco 4;RESIDENCIAL;CORTADA;7841;14113;706;0
2026-01-01;MESQUITA;Bloco 4;RESIDENCIAL;INATIVA;843;893;13;0
2026-01-01;MESQUITA;Bloco 4;RESIDENCIAL;DESATIVADA;4;4;0;0
2026-01-01;MESQUITA;Bloco 4;RESIDENCIAL;PROVISÓRIA;15;23;0;0
2026-01-01;MIRACEMA;Bloco 1;COMERCIAL;ATIVA;594;965;0;0
2026-01-01;MIRACEMA;Bloco 1;PUBLICA;ATIVA;191;250;0;0
2026-01-01;MIRACEMA;Bloco 1;COMERCIAL;CORTADA;51;63;0;0
2026-01-01;MIRACEMA;Bloco 1;COMERCIAL;CORTE PEDIDO;9;10;0;0
2026-01-01;MIRACEMA;Bloco 1;INDUSTRIAL;ATIVA;10;10;0;0
2026-01-01;MIRACEMA;Bloco 1;PUBLICA;CORTADA;1;1;0;0
2026-01-01;MESQUITA;Bloco 4;RESIDENCIAL;ATIVA;33512;47486;4202;0
2026-01-01;MESQUITA;Bloco 4;COMERCIAL;ATIVA;1846;2376;0;0
2026-01-01;MESQUITA;Bloco 4;COMERCIAL;CORTADA;806;1330;0;0
2026-01-01;MESQUITA;Bloco 4;PUBLICA;ATIVA;299;596;0;0
2026-01-01;MESQUITA;Bloco 4;INDUSTRIAL;ATIVA;11;11;0;0
2026-01-01;MESQUITA;Bloco 4;INDUSTRIAL;CORTADA;1;1;0;0
2026-01-01;MESQUITA;Bloco 4;COMERCIAL;INATIVA;22;22;0;0
2026-01-01;MESQUITA;Bloco 4;COMERCIAL;PROVISÓRIA;1;1;0;0
2026-01-01;MESQUITA;Bloco 4;PUBLICA;CORTADA;11;13;0;0
2026-01-01;MARICA;Bloco 1;RESIDENCIAL;CORTADA;12427;15446;3031;0
2026-01-01;MARICA;Bloco 1;RESIDENCIAL;PROVISÓRIA;1;1;0;0
2026-01-01;MARICA;Bloco 1;RESIDENCIAL;INATIVA;8;8;4;0
2026-01-01;MARICA;Bloco 1;RESIDENCIAL;CORTE PEDIDO;41;41;1;0
2026-01-01;MARICA;Bloco 1;RESIDENCIAL;ATIVA;65416;74751;6474;0
2026-01-01;MARICA;Bloco 1;COMERCIAL;ATIVA;1712;3065;0;0
2026-01-01;MAGE;Bloco 1;RESIDENCIAL;CORTE PEDIDO;107;136;23;0
2026-01-01;MARICA;Bloco 1;COMERCIAL;CORTADA;387;737;0;0
2026-01-01;MARICA;Bloco 1;PUBLICA;ATIVA;375;509;0;0
2026-01-01;MARICA;Bloco 1;INDUSTRIAL;ATIVA;16;17;0;0
2026-01-01;MARICA;Bloco 1;COMERCIAL;CORTE PEDIDO;12;16;0;0
2026-01-01;MARICA;Bloco 1;INDUSTRIAL;CORTADA;4;4;0;0
2026-01-01;MARICA;Bloco 1;INDUSTRIAL;CORTE PEDIDO;1;1;0;0
2026-01-01;MARICA;Bloco 1;PUBLICA;CORTADA;17;17;0;0
2026-01-01;MARICA;Bloco 1;PUBLICA;PROVISÓRIA;1;1;0;0
2026-01-01;MAGE;Bloco 1;RESIDENCIAL;CORTADA;7661;10996;1192;0
2026-01-01;MAGE;Bloco 1;RESIDENCIAL;ATIVA;33133;42932;6823;0
2026-01-01;RIO BONITO;Bloco 1;RESIDENCIAL;ATIVA;12517;15022;1347;0
2026-01-01;RIO BONITO;Bloco 1;RESIDENCIAL;CORTADA;1833;2344;270;0
2026-01-01;RIO BONITO;Bloco 1;RESIDENCIAL;CORTE PEDIDO;36;42;1;0
2026-01-01;RIO BONITO;Bloco 1;COMERCIAL;ATIVA;1177;1877;0;0
2026-01-01;RIO BONITO;Bloco 1;INDUSTRIAL;ATIVA;26;26;0;0
2026-01-01;RIO BONITO;Bloco 1;COMERCIAL;CORTE PEDIDO;11;11;0;0
2026-01-01;RIO BONITO;Bloco 1;COMERCIAL;CORTADA;180;269;0;0
2026-01-01;RIO BONITO;Bloco 1;PUBLICA;CORTADA;9;12;0;0
2026-01-01;RIO BONITO;Bloco 1;PUBLICA;ATIVA;216;361;0;0
2026-01-01;RIO BONITO;Bloco 1;INDUSTRIAL;CORTADA;4;4;0;0
2026-01-01;QUEIMADOS;Bloco 4;RESIDENCIAL;CORTADA;10877;15957;3046;0
2026-01-01;QUEIMADOS;Bloco 4;RESIDENCIAL;INATIVA;256;259;13;0
2026-01-01;QUEIMADOS;Bloco 4;RESIDENCIAL;DESATIVADA;1;1;0;0
2026-01-01;QUEIMADOS;Bloco 4;RESIDENCIAL;PROVISÓRIA;2;3;0;0
2026-01-01;QUEIMADOS;Bloco 4;RESIDENCIAL;ATIVA;26177;32510;3457;0
2026-01-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;INATIVA;4933;5405;75;0
2026-01-01;QUEIMADOS;Bloco 4;COMERCIAL;ATIVA;1192;1575;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;PROVISÓRIA;15;17;0;0
2026-01-01;QUEIMADOS;Bloco 4;COMERCIAL;CORTADA;554;831;0;0
2026-01-01;QUEIMADOS;Bloco 4;PUBLICA;ATIVA;273;366;0;0
2026-01-01;QUEIMADOS;Bloco 4;INDUSTRIAL;ATIVA;66;76;0;0
2026-01-01;QUEIMADOS;Bloco 4;INDUSTRIAL;CORTADA;3;3;0;0
2026-01-01;QUEIMADOS;Bloco 4;COMERCIAL;INATIVA;7;7;0;0
2026-01-01;QUEIMADOS;Bloco 4;PUBLICA;CORTADA;12;12;0;0
2026-01-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;DESATIVADA;246;248;1;0
2026-01-01;NOVA IGUAÇU;Bloco 4;RESIDENCIAL;CORTADA;42303;58497;4288;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;RESIDENCIAL;ATIVA;170684;233250;32489;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;PUBLICA;ATIVA;1112;2650;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;PUBLICA;CORTE PEDIDO;17;20;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;PUBLICA;INATIVA;2;2;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;PUBLICA;CORTADA;35;44;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;CORTADA;3099;5017;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;CORTE PEDIDO;228;327;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;INATIVA;132;156;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;DESATIVADA;2;2;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;INDUSTRIAL;ATIVA;332;378;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;PROVISÓRIA;2;2;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;INDUSTRIAL;CORTADA;46;46;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;INDUSTRIAL;CORTE PEDIDO;15;15;0;0
2026-01-01;DUQUE DE CAXIAS;Bloco 4;COMERCIAL;ATIVA;12296;19017;0;0
2026-01-01;CORDEIRO;Bloco 1;RESIDENCIAL;ATIVA;6544;8633;407;0
2026-01-01;CORDEIRO;Bloco 1;RESIDENCIAL;CORTADA;333;370;18;0
2026-01-01;DUAS BARRAS;Bloco 1;COMERCIAL;ATIVA;173;198;0;0
2026-01-01;DUAS BARRAS;Bloco 1;RESIDENCIAL;ATIVA;2884;3298;222;0
2026-01-01;DUAS BARRAS;Bloco 1;PUBLICA;ATIVA;98;112;0;0
2026-01-01;DUAS BARRAS;Bloco 1;COMERCIAL;CORTADA;24;30;0;0
2026-01-01;DUAS BARRAS;Bloco 1;INDUSTRIAL;ATIVA;1;1;0;0
2026-01-01;DUAS BARRAS;Bloco 1;INDUSTRIAL;CORTADA;1;1;0;0
2026-01-01;DUAS BARRAS;Bloco 1;RESIDENCIAL;CORTADA;247;269;6;0
2026-01-01;DUAS BARRAS;Bloco 1;RESIDENCIAL;CORTE PEDIDO;5;5;0;0
2026-01-01;CASIMIRO DE ABREU;Bloco 1;RESIDENCIAL;CORTADA;1696;2035;137;0
2026-01-01;CORDEIRO;Bloco 1;COMERCIAL;ATIVA;555;822;0;0
